Time,Period,Team,Primary Player,Secondary Player,Play Description,Event Type,Action Type,Outcome,Distance (ft),Current Points Scored,IND Cum. Score,SAS Cum. Score
3:42.0,Q3,Indiana Pacers,T. Haliburton,,Defensive rebound by T. Haliburton,Rebound,Defensive,N/A,N/A,No points scored,IND: 79,SAS: 80
3:37.0,Q3,Indiana Pacers,A. Nesmith,,A. Nesmith misses 3-pt jump shot from 26 ft,Shot,Jump Shot,Missed,26 ft,No points scored,IND: 79,SAS: 80
3:35.0,Q3,Indiana Pacers,M. Turner,,Offensive rebound by M. Turner,Rebound,Offensive,N/A,N/A,No points scored,IND: 79,SAS: 80
3:25.0,Q3,Indiana Pacers,T. Haliburton,O. Toppin,T. Haliburton makes 2-pt jump shot from 18 ft (assist by O. Toppin),Shot,Jump Shot,Made,18 ft,IND: 2,IND: 81,SAS: 80
3:22.0,Q3,San Antonio Spurs,,,San Antonio full timeout,Timeout,Full,N/A,N/A,No points scored,IND: 81,SAS: 80
3:22.0,Q3,Indiana Pacers,T. Bryant,,T. Bryant enters the game for O. Toppin,Substitution,Enters Game,N/A,N/A,No points scored,IND: 81,SAS: 80
3:22.0,Q3,Indiana Pacers,P. Siakam,,P. Siakam enters the game for M. Turner,Substitution,Enters Game,N/A,N/A,No points scored,IND: 81,SAS: 80
3:22.0,Q3,San Antonio Spurs,K. Johnson,,K. Johnson enters the game for S. Castle,Substitution,Enters Game,N/A,N/A,No points scored,IND: 81,SAS: 80
3:22.0,Q3,San Antonio Spurs,T. Jones,,T. Jones enters the game for C. Paul,Substitution,Enters Game,N/A,N/A,No points scored,IND: 81,SAS: 80
3:22.0,Q3,San Antonio Spurs,J. Sochan,,J. Sochan enters the game for V. Wembanyama,Substitution,Enters Game,N/A,N/A,No points scored,IND: 81,SAS: 80
3:11.0,Q3,San Antonio Spurs,T. Jones,,T. Jones misses 2-pt layup from 7 ft,Shot,Layup,Missed,7 ft,No points scored,IND: 81,SAS: 80
3:04.0,Q3,Indiana Pacers,T. Bryant,,Defensive rebound by T. Bryant,Rebound,Defensive,N/A,N/A,No points scored,IND: 81,SAS: 80
2:53.0,Q3,Indiana Pacers,T. Haliburton,A. Nembhard,T. Haliburton makes 3-pt jump shot from 27 ft (assist by A. Nembhard),Shot,Jump Shot,Made,27 ft,IND: 3,IND: 84,SAS: 80
2:40.0,Q3,San Antonio Spurs,J. Sochan,,J. Sochan misses 2-pt layup from 2 ft,Shot,Layup,Missed,2 ft,No points scored,IND: 84,SAS: 80
2:39.0,Q3,Indiana Pacers,A. Nesmith,,Defensive rebound by A. Nesmith,Rebound,Defensive,N/A,N/A,No points scored,IND: 84,SAS: 80
2:35.0,Q3,Indiana Pacers,A. Nesmith,,A. Nesmith misses 3-pt jump shot from 25 ft,Shot,Jump Shot,Missed,25 ft,No points scored,IND: 84,SAS: 80
2:31.0,Q3,San Antonio Spurs,D. Vassell,,Defensive rebound by D. Vassell,Rebound,Defensive,N/A,N/A,No points scored,IND: 84,SAS: 80
2:28.0,Q3,San Antonio Spurs,D. Vassell,,Turnover by D. Vassell(lost ball; steal by T. Haliburton),Turnover,lost ball; steal by T. Haliburton,N/A,N/A,No points scored,IND: 84,SAS: 80
2:25.0,Q3,Indiana Pacers,T. Haliburton,A. Nembhard,T. Haliburton makes 3-pt jump shot from 27 ft (assist by A. Nembhard),Shot,Jump Shot,Made,27 ft,IND: 3,IND: 87,SAS: 80
2:01.0,Q3,San Antonio Spurs,H. Barnes,,Turnover by H. Barnes(bad pass),Turnover,bad pass,N/A,N/A,No points scored,IND: 87,SAS: 80
1:44.0,Q3,Indiana Pacers,K. Johnson,A. Nembhard,Personal foul by K. Johnson(drawn by A. Nembhard),Foul,Personal,N/A,N/A,No points scored,IND: 87,SAS: 80
1:40.0,Q3,Indiana Pacers,T. Haliburton,T. Bryant,T. Haliburton makes 3-pt jump shot from 28 ft (assist by T. Bryant),Shot,Jump Shot,Made,28 ft,IND: 3,IND: 90,SAS: 80
1:22.0,Q3,San Antonio Spurs,T. Jones,,T. Jones makes 2-pt layup from 5 ft,Shot,Layup,Made,5 ft,SAS: 2,IND: 90,SAS: 82
1:10.0,Q3,Indiana Pacers,T. Haliburton,,T. Haliburton makes 2-pt jump shot from 23 ft,Shot,Jump Shot,Made,23 ft,IND: 2,IND: 92,SAS: 82
1:00.0,Q3,San Antonio Spurs,A. Nesmith,T. Jones,Shooting foul by A. Nesmith(drawn by T. Jones),Foul,Shooting,N/A,N/A,No points scored,IND: 92,SAS: 82
1:00.0,Q3,San Antonio Spurs,T. Jones,,T. Jones makes free throw 1 of 2,Shot,Free Throw,Made,N/A,SAS: 1,IND: 92,SAS: 83
1:00.0,Q3,San Antonio Spurs,T. Jones,,T. Jones misses free throw 2 of 2,Shot,Free Throw,Missed,N/A,No points scored,IND: 92,SAS: 83
0:59.0,Q3,Indiana Pacers,A. Nembhard,,Defensive rebound by A. Nembhard,Rebound,Defensive,N/A,N/A,No points scored,IND: 92,SAS: 83
0:42.0,Q3,Indiana Pacers,T. Haliburton,,T. Haliburton makes 3-pt jump shot from 25 ft,Shot,Jump Shot,Made,25 ft,IND: 3,IND: 95,SAS: 83
0:32.0,Q3,San Antonio Spurs,T. Jones,,T. Jones misses 2-pt layup from 1 ft,Shot,Layup,Missed,1 ft,No points scored,IND: 95,SAS: 83
0:28.0,Q3,San Antonio Spurs,J. Sochan,,Offensive rebound by J. Sochan,Rebound,Offensive,N/A,N/A,No points scored,IND: 95,SAS: 83
0:27.0,Q3,San Antonio Spurs,J. Sochan,,J. Sochan misses 2-pt layup from 6 ft,Shot,Layup,Missed,6 ft,No points scored,IND: 95,SAS: 83
0:27.0,Q3,San Antonio Spurs,T. Jones,,Offensive rebound by T. Jones,Rebound,Offensive,N/A,N/A,No points scored,IND: 95,SAS: 83
0:25.0,Q3,San Antonio Spurs,T. Jones,,T. Jones misses 2-pt jump shot from 10 ft,Shot,Jump Shot,Missed,10 ft,No points scored,IND: 95,SAS: 83
0:23.0,Q3,San Antonio Spurs,K. Johnson,,Offensive rebound by K. Johnson,Rebound,Offensive,N/A,N/A,No points scored,IND: 95,SAS: 83
0:23.0,Q3,San Antonio Spurs,K. Johnson,,K. Johnson misses 2-pt layup at rim,Shot,Layup,Missed,N/A,No points scored,IND: 95,SAS: 83
0:23.0,Q3,Indiana Pacers,T. Bryant,,Defensive rebound by T. Bryant,Rebound,Defensive,N/A,N/A,No points scored,IND: 95,SAS: 83
0:20.0,Q3,Indiana Pacers,P. Siakam,A. Nembhard,P. Siakam makes 3-pt jump shot from 23 ft (assist by A. Nembhard),Shot,Jump Shot,Made,23 ft,IND: 3,IND: 98,SAS: 83
0:00.0,Q3,San Antonio Spurs,H. Barnes,D. Vassell,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Vassell),Shot,Jump Shot,Made,25 ft,SAS: 3,IND: 98,SAS: 86
11:50.0,Q4,San Antonio Spurs,S. Castle,,Turnover by S. Castle(bad pass),Turnover,bad pass,N/A,N/A,No points scored,IND: 98,SAS: 86
11:28.0,Q4,Indiana Pacers,A. Nesmith,,A. Nesmith makes 2-pt jump shot from 14 ft,Shot,Jump Shot,Made,14 ft,IND: 2,IND: 100,SAS: 86
11:13.0,Q4,San Antonio Spurs,S. Castle,P. Siakam,S. Castle misses 2-pt layup from 4 ft (block by P. Siakam),Shot,Layup,Missed,4 ft,No points scored,IND: 100,SAS: 86
11:12.0,Q4,Indiana Pacers,T. McConnell,,Defensive rebound by T. McConnell,Rebound,Defensive,N/A,N/A,No points scored,IND: 100,SAS: 86
11:07.0,Q4,Indiana Pacers,B. Sheppard,,B. Sheppard misses 3-pt jump shot from 25 ft,Shot,Jump Shot,Missed,25 ft,No points scored,IND: 100,SAS: 86
11:02.0,Q4,Indiana Pacers,P. Siakam,,Offensive rebound by P. Siakam,Rebound,Offensive,N/A,N/A,No points scored,IND: 100,SAS: 86
11:02.0,Q4,Indiana Pacers,P. Siakam,,P. Siakam makes 2-pt layup at rim,Shot,Layup,Made,N/A,IND: 2,IND: 102,SAS: 86
10:50.0,Q4,San Antonio Spurs,J. Champagnie,S. Castle,J. Champagnie makes 3-pt jump shot from 24 ft (assist by S. Castle),Shot,Jump Shot,Made,24 ft,SAS: 3,IND: 102,SAS: 89
10:27.0,Q4,Indiana Pacers,P. Siakam,,Turnover by P. Siakam(bad pass; steal by S. Mamukelashvili),Turnover,bad pass; steal by S. Mamukelashvili,N/A,N/A,No points scored,IND: 102,SAS: 89
10:20.0,Q4,San Antonio Spurs,S. Mamukelashvili,,S. Mamukelashvili misses 2-pt dunk from 2 ft,Shot,Dunk,Missed,2 ft,No points scored,IND: 102,SAS: 89
10:18.0,Q4,Indiana Pacers,A. Nesmith,,Defensive rebound by A. Nesmith,Rebound,Defensive,N/A,N/A,No points scored,IND: 102,SAS: 89
10:13.0,Q4,Indiana Pacers,T. McConnell,,T. McConnell makes 2-pt layup from 2 ft,Shot,Layup,Made,2 ft,IND: 2,IND: 104,SAS: 89
10:02.0,Q4,San Antonio Spurs,S. Castle,C. Paul,S. Castle makes 3-pt jump shot from 29 ft (assist by C. Paul),Shot,Jump Shot,Made,29 ft,SAS: 3,IND: 104,SAS: 92
9:38.0,Q4,Indiana Pacers,J. Champagnie,M. Turner,Shooting foul by J. Champagnie(drawn by M. Turner),Foul,Shooting,N/A,N/A,No points scored,IND: 104,SAS: 92
9:38.0,Q4,Indiana Pacers,M. Turner,,M. Turner makes free throw 1 of 2,Shot,Free Throw,Made,N/A,IND: 1,IND: 105,SAS: 92
9:38.0,Q4,Indiana Pacers,M. Turner,,M. Turner makes free throw 2 of 2,Shot,Free Throw,Made,N/A,IND: 1,IND: 106,SAS: 92
9:25.0,Q4,San Antonio Spurs,S. Castle,,S. Castle makes 2-pt dunk from 1 ft,Shot,Dunk,Made,1 ft,SAS: 2,IND: 106,SAS: 94
9:11.0,Q4,Indiana Pacers,A. Nesmith,T. McConnell,A. Nesmith makes 2-pt layup from 2 ft (assist by T. McConnell),Shot,Layup,Made,2 ft,IND: 2,IND: 108,SAS: 94
9:02.0,Q4,San Antonio Spurs,P. Siakam,V. Wembanyama,Personal foul by P. Siakam(drawn by V. Wembanyama),Foul,Personal,N/A,N/A,No points scored,IND: 108,SAS: 94
9:02.0,Q4,San Antonio Spurs,C. Paul,,Turnover by C. Paul(bad pass; steal by P. Siakam),Turnover,bad pass; steal by P. Siakam,N/A,N/A,No points scored,IND: 108,SAS: 94
9:00.0,Q4,Indiana Pacers,P. Siakam,,P. Siakam makes 2-pt dunk from 1 ft,Shot,Dunk,Made,1 ft,IND: 2,IND: 110,SAS: 94
9:00.0,Q4,San Antonio Spurs,,,San Antonio full timeout,Timeout,Full,N/A,N/A,No points scored,IND: 110,SAS: 94
8:43.0,Q4,San Antonio Spurs,J. Champagnie,,Turnover by J. Champagnie(lost ball; steal by P. Siakam),Turnover,lost ball; steal by P. Siakam,N/A,N/A,No points scored,IND: 110,SAS: 94
8:38.0,Q4,Indiana Pacers,P. Siakam,,P. Siakam misses 2-pt layup from 3 ft,Shot,Layup,Missed,3 ft,No points scored,IND: 110,SAS: 94
8:35.0,Q4,Indiana Pacers,P. Siakam,,Offensive rebound by P. Siakam,Rebound,Offensive,N/A,N/A,No points scored,IND: 110,SAS: 94
8:34.0,Q4,Indiana Pacers,J. Champagnie,P. Siakam,Shooting foul by J. Champagnie(drawn by P. Siakam),Foul,Shooting,N/A,N/A,No points scored,IND: 110,SAS: 94
8:34.0,Q4,Indiana Pacers,P. Siakam,,P. Siakam makes free throw 1 of 2,Shot,Free Throw,Made,N/A,IND: 1,IND: 111,SAS: 94
8:34.0,Q4,Indiana Pacers,P. Siakam,,P. Siakam makes free throw 2 of 2,Shot,Free Throw,Made,N/A,IND: 1,IND: 112,SAS: 94
8:19.0,Q4,San Antonio Spurs,S. Mamukelashvili,,S. Mamukelashvili misses 3-pt jump shot from 23 ft,Shot,Jump Shot,Missed,23 ft,No points scored,IND: 112,SAS: 94
8:16.0,Q4,Indiana Pacers,,,Defensive rebound by Team,Rebound,Defensive,N/A,N/A,No points scored,IND: 112,SAS: 94
8:16.0,Q4,San Antonio Spurs,D. Vassell,,D. Vassell enters the game for J. Champagnie,Substitution,Enters Game,N/A,N/A,No points scored,IND: 112,SAS: 94
8:03.0,Q4,Indiana Pacers,T. McConnell,A. Nesmith,T. McConnell makes 2-pt jump shot from 19 ft (assist by A. Nesmith),Shot,Jump Shot,Made,19 ft,IND: 2,IND: 114,SAS: 94
7:44.0,Q4,San Antonio Spurs,V. Wembanyama,,V. Wembanyama misses 3-pt jump shot from 26 ft,Shot,Jump Shot,Missed,26 ft,No points scored,IND: 114,SAS: 94
7:42.0,Q4,Indiana Pacers,A. Nesmith,,Defensive rebound by A. Nesmith,Rebound,Defensive,N/A,N/A,No points scored,IND: 114,SAS: 94
7:31.0,Q4,Indiana Pacers,B. Sheppard,,Turnover by B. Sheppard(bad pass; steal by D. Vassell),Turnover,bad pass; steal by D. Vassell,N/A,N/A,No points scored,IND: 114,SAS: 94
7:25.0,Q4,San Antonio Spurs,S. Castle,M. Turner,S. Castle misses 2-pt layup from 4 ft (block by M. Turner),Shot,Layup,Missed,4 ft,No points scored,IND: 114,SAS: 94
7:22.0,Q4,Indiana Pacers,A. Nesmith,,Defensive rebound by A. Nesmith,Rebound,Defensive,N/A,N/A,No points scored,IND: 114,SAS: 94
7:18.0,Q4,Indiana Pacers,T. McConnell,,T. McConnell makes 2-pt layup from 3 ft,Shot,Layup,Made,3 ft,IND: 2,IND: 116,SAS: 94
7:16.0,Q4,San Antonio Spurs,,,San Antonio full timeout,Timeout,Full,N/A,N/A,No points scored,IND: 116,SAS: 94
7:16.0,Q4,Indiana Pacers,A. Nembhard,,A. Nembhard enters the game for B. Sheppard,Substitution,Enters Game,N/A,N/A,No points scored,IND: 116,SAS: 94
7:16.0,Q4,San Antonio Spurs,H. Barnes,,H. Barnes enters the game for S. Mamukelashvili,Substitution,Enters Game,N/A,N/A,No points scored,IND: 116,SAS: 94
6:56.0,Q4,San Antonio Spurs,H. Barnes,,H. Barnes misses 3-pt jump shot from 23 ft,Shot,Jump Shot,Missed,23 ft,No points scored,IND: 116,SAS: 94
6:53.0,Q4,San Antonio Spurs,H. Barnes,,Offensive rebound by H. Barnes,Rebound,Offensive,N/A,N/A,No points scored,IND: 116,SAS: 94
6:50.0,Q4,San Antonio Spurs,C. Paul,,C. Paul misses 3-pt jump shot from 26 ft,Shot,Jump Shot,Missed,26 ft,No points scored,IND: 116,SAS: 94
6:48.0,Q4,Indiana Pacers,P. Siakam,,Defensive rebound by P. Siakam,Rebound,Defensive,N/A,N/A,No points scored,IND: 116,SAS: 94
6:41.0,Q4,Indiana Pacers,P. Siakam,,P. Siakam makes 2-pt jump shot from 9 ft,Shot,Jump Shot,Made,9 ft,IND: 2,IND: 118,SAS: 94
6:32.0,Q4,San Antonio Spurs,A. Nesmith,S. Castle,Personal foul by A. Nesmith(drawn by S. Castle),Foul,Personal,N/A,N/A,No points scored,IND: 118,SAS: 94
6:25.0,Q4,San Antonio Spurs,M. Turner,C. Paul,Personal foul by M. Turner(drawn by C. Paul),Foul,Personal,N/A,N/A,No points scored,IND: 118,SAS: 94
6:20.0,Q4,San Antonio Spurs,S. Castle,,S. Castle misses 2-pt jump shot from 14 ft,Shot,Jump Shot,Missed,14 ft,No points scored,IND: 118,SAS: 94
6:18.0,Q4,Indiana Pacers,T. McConnell,,Defensive rebound by T. McConnell,Rebound,Defensive,N/A,N/A,No points scored,IND: 118,SAS: 94
6:12.0,Q4,Indiana Pacers,T. McConnell,,T. McConnell makes 2-pt layup from 2 ft,Shot,Layup,Made,2 ft,IND: 2,IND: 120,SAS: 94
5:57.0,Q4,San Antonio Spurs,D. Vassell,,D. Vassell misses 3-pt jump shot from 25 ft,Shot,Jump Shot,Missed,25 ft,No points scored,IND: 120,SAS: 94
5:54.0,Q4,Indiana Pacers,,,Defensive rebound by Team,Rebound,Defensive,N/A,N/A,No points scored,IND: 120,SAS: 94
5:54.0,Q4,Indiana Pacers,,,Indiana full timeout,Timeout,Full,N/A,N/A,No points scored,IND: 120,SAS: 94
5:54.0,Q4,Indiana Pacers,,,Instant Replay (Challenge: Ruling Stands),,,N/A,N/A,No points scored,IND: 120,SAS: 94
5:54.0,Q4,Indiana Pacers,B. Sheppard,,B. Sheppard enters the game for A. Nesmith,Substitution,Enters Game,N/A,N/A,No points scored,IND: 120,SAS: 94
5:34.0,Q4,Indiana Pacers,A. Nembhard,T. McConnell,A. Nembhard makes 3-pt jump shot from 32 ft (assist by T. McConnell),Shot,Jump Shot,Made,32 ft,IND: 3,IND: 123,SAS: 94
5:17.0,Q4,San Antonio Spurs,H. Barnes,S. Castle,H. Barnes makes 2-pt dunk from 3 ft (assist by S. Castle),Shot,Dunk,Made,3 ft,SAS: 2,IND: 123,SAS: 96
5:09.0,Q4,Indiana Pacers,B. Sheppard,,B. Sheppard misses 3-pt jump shot from 23 ft,Shot,Jump Shot,Missed,23 ft,No points scored,IND: 123,SAS: 96
5:08.0,Q4,San Antonio Spurs,H. Barnes,,Defensive rebound by H. Barnes,Rebound,Defensive,N/A,N/A,No points scored,IND: 123,SAS: 96
5:08.0,Q4,San Antonio Spurs,B. Sheppard,H. Barnes,Personal foul by B. Sheppard(drawn by H. Barnes),Foul,Personal,N/A,N/A,No points scored,IND: 123,SAS: 96
5:00.0,Q4,San Antonio Spurs,S. Castle,T. McConnell,S. Castle misses 2-pt layup from 5 ft (block by T. McConnell),Shot,Layup,Missed,5 ft,No points scored,IND: 123,SAS: 96
4:57.0,Q4,San Antonio Spurs,S. Castle,,Offensive rebound by S. Castle,Rebound,Offensive,N/A,N/A,No points scored,IND: 123,SAS: 96
4:56.0,Q4,San Antonio Spurs,H. Barnes,,H. Barnes misses 3-pt jump shot from 23 ft,Shot,Jump Shot,Missed,23 ft,No points scored,IND: 123,SAS: 96
4:54.0,Q4,Indiana Pacers,A. Nembhard,,Defensive rebound by A. Nembhard,Rebound,Defensive,N/A,N/A,No points scored,IND: 123,SAS: 96
4:50.0,Q4,Indiana Pacers,T. McConnell,,T. McConnell makes 2-pt jump shot from 11 ft,Shot,Jump Shot,Made,11 ft,IND: 2,IND: 125,SAS: 96
4:33.0,Q4,San Antonio Spurs,M. Turner,V. Wembanyama,Shooting foul by M. Turner(drawn by V. Wembanyama),Foul,Shooting,N/A,N/A,No points scored,IND: 125,SAS: 96
4:33.0,Q4,San Antonio Spurs,V. Wembanyama,,V. Wembanyama makes free throw 1 of 2,Shot,Free Throw,Made,N/A,SAS: 1,IND: 125,SAS: 97
4:33.0,Q4,Indiana Pacers,T. Bryant,,T. Bryant enters the game for A. Nembhard,Substitution,Enters Game,N/A,N/A,No points scored,IND: 125,SAS: 97
4:33.0,Q4,Indiana Pacers,O. Toppin,,O. Toppin enters the game for P. Siakam,Substitution,Enters Game,N/A,N/A,No points scored,IND: 125,SAS: 97
4:33.0,Q4,Indiana Pacers,J. Walker,,J. Walker enters the game for M. Turner,Substitution,Enters Game,N/A,N/A,No points scored,IND: 125,SAS: 97
4:33.0,Q4,Indiana Pacers,,,Indiana full timeout,Timeout,Full,N/A,N/A,No points scored,IND: 125,SAS: 97
4:33.0,Q4,San Antonio Spurs,M. Branham,,M. Branham enters the game for H. Barnes,Substitution,Enters Game,N/A,N/A,No points scored,IND: 125,SAS: 97
4:33.0,Q4,San Antonio Spurs,S. Cissoko,,S. Cissoko enters the game for C. Paul,Substitution,Enters Game,N/A,N/A,No points scored,IND: 125,SAS: 97
4:33.0,Q4,San Antonio Spurs,V. Wembanyama,,V. Wembanyama misses free throw 2 of 2,Shot,Free Throw,Missed,N/A,No points scored,IND: 125,SAS: 97
4:32.0,Q4,Indiana Pacers,T. McConnell,,Defensive rebound by T. McConnell,Rebound,Defensive,N/A,N/A,No points scored,IND: 125,SAS: 97
4:13.0,Q4,Indiana Pacers,T. McConnell,,T. McConnell misses 2-pt layup from 3 ft,Shot,Layup,Missed,3 ft,No points scored,IND: 125,SAS: 97
4:11.0,Q4,San Antonio Spurs,V. Wembanyama,,Defensive rebound by V. Wembanyama,Rebound,Defensive,N/A,N/A,No points scored,IND: 125,SAS: 97
4:07.0,Q4,San Antonio Spurs,V. Wembanyama,,V. Wembanyama misses 3-pt jump shot from 26 ft,Shot,Jump Shot,Missed,26 ft,No points scored,IND: 125,SAS: 97
4:03.0,Q4,San Antonio Spurs,S. Cissoko,,Offensive rebound by S. Cissoko,Rebound,Offensive,N/A,N/A,No points scored,IND: 125,SAS: 97
4:00.0,Q4,San Antonio Spurs,V. Wembanyama,,Turnover by V. Wembanyama(bad pass; steal by B. Sheppard),Turnover,bad pass; steal by B. Sheppard,N/A,N/A,No points scored,IND: 125,SAS: 97
3:55.0,Q4,Indiana Pacers,O. Toppin,T. McConnell,O. Toppin makes 2-pt layup from 3 ft (assist by T. McConnell),Shot,Layup,Made,3 ft,IND: 2,IND: 127,SAS: 97
3:35.0,Q4,San Antonio Spurs,V. Wembanyama,,Turnover by V. Wembanyama(bad pass),Turnover,bad pass,N/A,N/A,No points scored,IND: 127,SAS: 97
3:35.0,Q4,Indiana Pacers,J. Furphy,,J. Furphy enters the game for T. McConnell,Substitution,Enters Game,N/A,N/A,No points scored,IND: 127,SAS: 97
3:35.0,Q4,San Antonio Spurs,Z. Collins,,Z. Collins enters the game for V. Wembanyama,Substitution,Enters Game,N/A,N/A,No points scored,IND: 127,SAS: 97
3:17.0,Q4,Indiana Pacers,S. Cissoko,J. Walker,Personal foul by S. Cissoko(drawn by J. Walker),Foul,Personal,N/A,N/A,No points scored,IND: 127,SAS: 97
3:17.0,Q4,Indiana Pacers,R. Dennis,,R. Dennis enters the game for O. Toppin,Substitution,Enters Game,N/A,N/A,No points scored,IND: 127,SAS: 97
3:17.0,Q4,San Antonio Spurs,C. Bassey,,C. Bassey enters the game for S. Castle,Substitution,Enters Game,N/A,N/A,No points scored,IND: 127,SAS: 97
3:17.0,Q4,San Antonio Spurs,B. Wesley,,B. Wesley enters the game for D. Vassell,Substitution,Enters Game,N/A,N/A,No points scored,IND: 127,SAS: 97
3:04.0,Q4,Indiana Pacers,T. Bryant,J. Walker,T. Bryant makes 2-pt layup from 1 ft (assist by J. Walker),Shot,Layup,Made,1 ft,IND: 2,IND: 129,SAS: 97
2:43.0,Q4,San Antonio Spurs,S. Cissoko,,S. Cissoko misses 3-pt jump shot from 28 ft,Shot,Jump Shot,Missed,28 ft,No points scored,IND: 129,SAS: 97
2:40.0,Q4,Indiana Pacers,R. Dennis,,Defensive rebound by R. Dennis,Rebound,Defensive,N/A,N/A,No points scored,IND: 129,SAS: 97
2:18.0,Q4,Indiana Pacers,T. Bryant,Z. Collins,T. Bryant misses 2-pt layup from 3 ft (block by Z. Collins),Shot,Layup,Missed,3 ft,No points scored,IND: 129,SAS: 97
2:15.0,Q4,San Antonio Spurs,C. Bassey,,Defensive rebound by C. Bassey,Rebound,Defensive,N/A,N/A,No points scored,IND: 129,SAS: 97
2:14.0,Q4,San Antonio Spurs,J. Walker,S. Cissoko,Flagrant foul type 1 byJ. Walker(drawn by S. Cissoko),Foul,Flagrant,N/A,N/A,No points scored,IND: 129,SAS: 97
2:14.0,Q4,San Antonio Spurs,,,Instant Replay (Request: Ruling Stands),,,N/A,N/A,No points scored,IND: 129,SAS: 97
2:14.0,Q4,San Antonio Spurs,S. Cissoko,,S. Cissoko misses flagrant free throw 1 of 2,Shot,Free Throw,Missed,N/A,No points scored,IND: 129,SAS: 97
2:14.0,Q4,San Antonio Spurs,,,Offensive rebound by Team,Rebound,Offensive,N/A,N/A,No points scored,IND: 129,SAS: 97
2:14.0,Q4,San Antonio Spurs,S. Cissoko,,S. Cissoko makes flagrant free throw 2 of 2,Shot,Free Throw,Made,N/A,SAS: 1,IND: 129,SAS: 98
2:14.0,Q4,San Antonio Spurs,S. Mamukelashvili,,S. Mamukelashvili enters the game for S. Cissoko,Substitution,Enters Game,N/A,N/A,No points scored,IND: 129,SAS: 98
2:11.0,Q4,San Antonio Spurs,M. Branham,,Turnover by M. Branham(bad pass),Turnover,bad pass,N/A,N/A,No points scored,IND: 129,SAS: 98
1:56.0,Q4,Indiana Pacers,R. Dennis,,R. Dennis misses 3-pt jump shot from 25 ft,Shot,Jump Shot,Missed,25 ft,No points scored,IND: 129,SAS: 98
1:53.0,Q4,San Antonio Spurs,Z. Collins,,Defensive rebound by Z. Collins,Rebound,Defensive,N/A,N/A,No points scored,IND: 129,SAS: 98
1:40.0,Q4,San Antonio Spurs,M. Branham,,M. Branham misses 3-pt jump shot from 27 ft,Shot,Jump Shot,Missed,27 ft,No points scored,IND: 129,SAS: 98
1:39.0,Q4,Indiana Pacers,R. Dennis,,Defensive rebound by R. Dennis,Rebound,Defensive,N/A,N/A,No points scored,IND: 129,SAS: 98
1:35.0,Q4,Indiana Pacers,S. Mamukelashvili,T. Bryant,Flagrant foul type 2 byS. Mamukelashvili(drawn by T. Bryant),Foul,Flagrant,N/A,N/A,No points scored,IND: 129,SAS: 98
1:35.0,Q4,Indiana Pacers,,,Instant Replay (Request: Ruling Stands),,,N/A,N/A,No points scored,IND: 129,SAS: 98
1:35.0,Q4,San Antonio Spurs,S. Mamukelashviliejected,,S. Mamukelashviliejected from game,,,N/A,N/A,No points scored,IND: 129,SAS: 98
1:35.0,Q4,San Antonio Spurs,S. Castle,,S. Castle enters the game for S. Mamukelashvili,Substitution,Enters Game,N/A,N/A,No points scored,IND: 129,SAS: 98
1:35.0,Q4,Indiana Pacers,T. Bryant,,T. Bryant makes flagrant free throw 1 of 2,Shot,Free Throw,Made,N/A,IND: 1,IND: 130,SAS: 98
1:35.0,Q4,Indiana Pacers,T. Bryant,,T. Bryant makes flagrant free throw 2 of 2,Shot,Free Throw,Made,N/A,IND: 1,IND: 131,SAS: 98
1:29.0,Q4,Indiana Pacers,J. Walker,R. Dennis,J. Walker makes 3-pt jump shot from 26 ft (assist by R. Dennis),Shot,Jump Shot,Made,26 ft,IND: 3,IND: 134,SAS: 98
1:13.0,Q4,San Antonio Spurs,B. Wesley,,Turnover by B. Wesley(lost ball; steal by R. Dennis),Turnover,lost ball; steal by R. Dennis,N/A,N/A,No points scored,IND: 134,SAS: 98
1:09.0,Q4,Indiana Pacers,M. Branham,J. Furphy,Personal foul by M. Branham(drawn by J. Furphy),Foul,Personal,N/A,N/A,No points scored,IND: 134,SAS: 98
1:09.0,Q4,Indiana Pacers,J. Furphy,,J. Furphy makes free throw 1 of 2,Shot,Free Throw,Made,N/A,IND: 1,IND: 135,SAS: 98
1:09.0,Q4,Indiana Pacers,J. Furphy,,J. Furphy makes free throw 2 of 2,Shot,Free Throw,Made,N/A,IND: 1,IND: 136,SAS: 98
0:59.0,Q4,San Antonio Spurs,M. Branham,,Turnover by M. Branham(bad pass; steal by T. Bryant),Turnover,bad pass; steal by T. Bryant,N/A,N/A,No points scored,IND: 136,SAS: 98
0:49.0,Q4,Indiana Pacers,T. Bryant,,T. Bryant misses 3-pt jump shot from 26 ft,Shot,Jump Shot,Missed,26 ft,No points scored,IND: 136,SAS: 98
0:46.0,Q4,Indiana Pacers,,,Offensive rebound by Team,Rebound,Offensive,N/A,N/A,No points scored,IND: 136,SAS: 98
0:42.0,Q4,Indiana Pacers,J. Walker,,J. Walker misses 3-pt jump shot from 27 ft,Shot,Jump Shot,Missed,27 ft,No points scored,IND: 136,SAS: 98
0:38.0,Q4,San Antonio Spurs,S. Castle,,Defensive rebound by S. Castle,Rebound,Defensive,N/A,N/A,No points scored,IND: 136,SAS: 98
