player_name,player_status,team_name,game_id
Luguentz Dort,Starter,OKC,202501170DAL
Jaylin Williams,Starter,OKC,202501170DAL
Aaron Wiggins,Starter,OKC,202501170DAL
Isaiah Joe,Reserves,OKC,202501170DAL
Kenrich Williams,Reserves,OKC,202501170DAL
Alex Caruso,Reserves,OKC,202501170DAL
Branden Carlson,Reserves,OKC,202501170DAL
Ousmane Dieng,Reserves,OKC,202501170DAL
Adam Flagler,Reserves,OKC,202501170DAL
Alex Ducas,Reserves: Did Not Play,OKC,202501170DAL
Shai Gilgeous-Alexander,Reserves: Did Not Dress,OKC,202501170DAL
Kyrie Irving,Starter,DAL,202501170DAL
P.J. Washington,Starter,DAL,202501170DAL
Spencer Dinwiddie,Starter,DAL,202501170DAL
Klay Thompson,Starter,DAL,202501170DAL
Daniel Gafford,Starter,DAL,202501170DAL
Naji Marshall,Reserves,DAL,202501170DAL
Quentin Grimes,Reserves,DAL,202501170DAL
Maxi Kleber,Reserves,DAL,202501170DAL
Olivier-Maxence Prosper,Reserves,DAL,202501170DAL
Dwight Powell,Reserves,DAL,202501170DAL
Jaden Hardy,Reserves,DAL,202501170DAL
Markieff Morris,Reserves: Did Not Play,DAL,202501170DAL
Brandon Williams,Reserves: Did Not Play,DAL,202501170DAL
Rudy Gobert,Starter,MIN,202412250DAL
Anthony Edwards,Starter,MIN,202412250DAL
Jaden McDaniels,Starter,MIN,202412250DAL
Julius Randle,Starter,MIN,202412250DAL
Mike Conley,Starter,MIN,202412250DAL
Donte DiVincenzo,Reserves,MIN,202412250DAL
Naz Reid,Reserves,MIN,202412250DAL
Nickeil Alexander-Walker,Reserves,MIN,202412250DAL
Josh Minott,Reserves,MIN,202412250DAL
Jaylen Clark,Reserves: Did Not Play,MIN,202412250DAL
Rob Dillingham,Reserves: Did Not Play,MIN,202412250DAL
PJ Dozier,Reserves: Did Not Play,MIN,202412250DAL
Jesse Edwards,Reserves: Did Not Play,MIN,202412250DAL
Leonard Miller,Reserves: Did Not Play,MIN,202412250DAL
Terrence Shannon Jr. ,Reserves: Did Not Play,MIN,202412250DAL
P.J. Washington,Starter,DAL,202412250DAL
Kyrie Irving,Starter,DAL,202412250DAL
Dereck Lively II,Starter,DAL,202412250DAL
Klay Thompson,Starter,DAL,202412250DAL
Luka Dončić,Starter,DAL,202412250DAL
Quentin Grimes,Reserves,DAL,202412250DAL
Maxi Kleber,Reserves,DAL,202412250DAL
Spencer Dinwiddie,Reserves,DAL,202412250DAL
Naji Marshall,Reserves,DAL,202412250DAL
Daniel Gafford,Reserves,DAL,202412250DAL
Jazian Gortman,Reserves: Did Not Play,DAL,202412250DAL
Jaden Hardy,Reserves: Did Not Play,DAL,202412250DAL
Markieff Morris,Reserves: Did Not Play,DAL,202412250DAL
Dwight Powell,Reserves: Did Not Play,DAL,202412250DAL
Olivier-Maxence Prosper,Reserves: Did Not Play,DAL,202412250DAL
Collin Sexton,Starter,UTA,202501170NOP
Svi Mykhailiuk,Starter,UTA,202501170NOP
Keyonte George,Starter,UTA,202501170NOP
Drew Eubanks,Starter,UTA,202501170NOP
Cody Williams,Starter,UTA,202501170NOP
Isaiah Collier,Reserves,UTA,202501170NOP
Brice Sensabaugh,Reserves,UTA,202501170NOP
Elijah Harkless,Reserves,UTA,202501170NOP
Oscar Tshiebwe,Reserves,UTA,202501170NOP
Kyle Filipowski,Reserves,UTA,202501170NOP
Patty Mills,Reserves,UTA,202501170NOP
Johnny Juzang,Reserves: Did Not Dress,UTA,202501170NOP
Trey Murphy III,Starter,NOP,202501170NOP
CJ McCollum,Starter,NOP,202501170NOP
Daniel Theis,Starter,NOP,202501170NOP
Dejounte Murray,Starter,NOP,202501170NOP
Zion Williamson,Starter,NOP,202501170NOP
Javonte Green,Reserves,NOP,202501170NOP
Jordan Hawkins,Reserves,NOP,202501170NOP
Jose Alvarado,Reserves,NOP,202501170NOP
Jeremiah Robinson-Earl,Reserves,NOP,202501170NOP
Karlo Matković,Reserves,NOP,202501170NOP
Jamal Cain,Reserves,NOP,202501170NOP
Herbert Jones,Reserves: Did Not Dress,NOP,202501170NOP
Franz Wagner,Starter,ORL,202412060PHI
Kentavious Caldwell-Pope,Starter,ORL,202412060PHI
Jalen Suggs,Starter,ORL,202412060PHI
Wendell Carter Jr.,Starter,ORL,202412060PHI
Goga Bitadze,Starter,ORL,202412060PHI
Moritz Wagner,Reserves,ORL,202412060PHI
Anthony Black,Reserves,ORL,202412060PHI
Jett Howard,Reserves,ORL,202412060PHI
Cole Anthony,Reserves,ORL,202412060PHI
Tristan Da Silva,Reserves,ORL,202412060PHI
Caleb Houstan,Reserves,ORL,202412060PHI
Jonathan Isaac,Reserves: Did Not Dress,ORL,202412060PHI
Cory Joseph,Reserves: Did Not Play,ORL,202412060PHI
Paul George,Starter,PHI,202412060PHI
Tyrese Maxey,Starter,PHI,202412060PHI
Kelly Oubre Jr.,Starter,PHI,202412060PHI
Guerschon Yabusele,Starter,PHI,202412060PHI
Andre Drummond,Starter,PHI,202412060PHI
KJ Martin,Reserves,PHI,202412060PHI
Jared McCain,Reserves,PHI,202412060PHI
Kyle Lowry,Reserves,PHI,202412060PHI
Caleb Martin,Reserves,PHI,202412060PHI
Ricky Council IV,Reserves: Did Not Play,PHI,202412060PHI
Eric Gordon,Reserves: Did Not Play,PHI,202412060PHI
Reggie Jackson,Reserves: Did Not Play,PHI,202412060PHI
Pete Nance,Reserves: Did Not Play,PHI,202412060PHI
Tyler Herro,Starter,MIA,202501060SAC
Haywood Highsmith,Starter,MIA,202501060SAC
Jaime Jaquez Jr.,Starter,MIA,202501060SAC
Bam Adebayo,Starter,MIA,202501060SAC
Terry Rozier,Starter,MIA,202501060SAC
Duncan Robinson,Reserves,MIA,202501060SAC
Nikola Jović,Reserves,MIA,202501060SAC
Kel'el Ware,Reserves,MIA,202501060SAC
Pelle Larsson,Reserves,MIA,202501060SAC
Alec Burks,Reserves: Did Not Play,MIA,202501060SAC
Jimmy Butler,Reserves,MIA,202501060SAC
Josh Christopher,Reserves: Did Not Play,MIA,202501060SAC
Keshad Johnson,Reserves: Did Not Play,MIA,202501060SAC
Kevin Love,Reserves: Did Not Play,MIA,202501060SAC
Josh Richardson,Reserves: Did Not Dress,MIA,202501060SAC
Domantas Sabonis,Starter,SAC,202501060SAC
Malik Monk,Starter,SAC,202501060SAC
Keon Ellis,Starter,SAC,202501060SAC
DeMar DeRozan,Starter,SAC,202501060SAC
Keegan Murray,Starter,SAC,202501060SAC
Trey Lyles,Reserves,SAC,202501060SAC
Kevin Huerter,Reserves,SAC,202501060SAC
Devin Carter,Reserves,SAC,202501060SAC
Alex Len,Reserves,SAC,202501060SAC
Doug McDermott,Reserves,SAC,202501060SAC
Jae Crowder,Reserves: Did Not Play,SAC,202501060SAC
Jordan McLaughlin,Reserves: Did Not Play,SAC,202501060SAC
Orlando Robinson,Reserves: Did Not Play,SAC,202501060SAC
Rudy Gobert,Starter,MIN,202412040LAC
Anthony Edwards,Starter,MIN,202412040LAC
Julius Randle,Starter,MIN,202412040LAC
Jaden McDaniels,Starter,MIN,202412040LAC
Mike Conley,Starter,MIN,202412040LAC
Nickeil Alexander-Walker,Reserves,MIN,202412040LAC
Donte DiVincenzo,Reserves,MIN,202412040LAC
Josh Minott,Reserves,MIN,202412040LAC
Naz Reid,Reserves,MIN,202412040LAC
Luka Garza,Reserves,MIN,202412040LAC
PJ Dozier,Reserves,MIN,202412040LAC
Terrence Shannon Jr. ,Reserves,MIN,202412040LAC
Daishen Nix,Reserves,MIN,202412040LAC
Derrick Jones Jr.,Starter,LAC,202412040LAC
Amir Coffey,Starter,LAC,202412040LAC
Ivica Zubac,Starter,LAC,202412040LAC
James Harden,Starter,LAC,202412040LAC
Kris Dunn,Starter,LAC,202412040LAC
Jordan Miller,Reserves,LAC,202412040LAC
Bones Hyland,Reserves,LAC,202412040LAC
Cam Christie,Reserves,LAC,202412040LAC
Kai Jones,Reserves,LAC,202412040LAC
Trentyn Flowers,Reserves,LAC,202412040LAC
Nicolas Batum,Reserves,LAC,202412040LAC
Mo Bamba,Reserves,LAC,202412040LAC
Damian Lillard,Starter,MIL,202412080BRK
Giannis Antetokounmpo,Starter,MIL,202412080BRK
Brook Lopez,Starter,MIL,202412080BRK
Andre Jackson Jr.,Starter,MIL,202412080BRK
Taurean Prince,Starter,MIL,202412080BRK
Bobby Portis,Reserves,MIL,202412080BRK
Gary Trent Jr.,Reserves,MIL,202412080BRK
A.J. Green,Reserves,MIL,202412080BRK
Khris Middleton,Reserves,MIL,202412080BRK
MarJon Beauchamp,Reserves: Did Not Play,MIL,202412080BRK
Pat Connaughton,Reserves: Did Not Play,MIL,202412080BRK
Ryan Rollins,Reserves: Did Not Play,MIL,202412080BRK
Stanley Umude,Reserves: Did Not Play,MIL,202412080BRK
Delon Wright,Reserves: Did Not Play,MIL,202412080BRK
Cameron Johnson,Starter,BRK,202412080BRK
Dennis Schröder,Starter,BRK,202412080BRK
Nic Claxton,Starter,BRK,202412080BRK
Dorian Finney-Smith,Starter,BRK,202412080BRK
Keon Johnson,Starter,BRK,202412080BRK
Jalen Wilson,Reserves,BRK,202412080BRK
Ben Simmons,Reserves,BRK,202412080BRK
Shake Milton,Reserves,BRK,202412080BRK
Trendon Watford,Reserves,BRK,202412080BRK
Day'Ron Sharpe,Reserves,BRK,202412080BRK
Noah Clowney,Reserves: Did Not Play,BRK,202412080BRK
Tyrese Martin,Reserves: Did Not Play,BRK,202412080BRK
Tyrese Maxey,Starter,PHI,202412080CHI
Kelly Oubre Jr.,Starter,PHI,202412080CHI
Paul George,Starter,PHI,202412080CHI
Joel Embiid,Starter,PHI,202412080CHI
Guerschon Yabusele,Starter,PHI,202412080CHI
Jared McCain,Reserves,PHI,202412080CHI
KJ Martin,Reserves,PHI,202412080CHI
Caleb Martin,Reserves,PHI,202412080CHI
Kyle Lowry,Reserves,PHI,202412080CHI
Andre Drummond,Reserves,PHI,202412080CHI
Ricky Council IV,Reserves: Did Not Play,PHI,202412080CHI
Eric Gordon,Reserves: Did Not Play,PHI,202412080CHI
Reggie Jackson,Reserves: Did Not Play,PHI,202412080CHI
Pete Nance,Reserves: Did Not Play,PHI,202412080CHI
Coby White,Starter,CHI,202412080CHI
Ayo Dosunmu,Starter,CHI,202412080CHI
Zach LaVine,Starter,CHI,202412080CHI
Josh Giddey,Starter,CHI,202412080CHI
Nikola Vučević,Starter,CHI,202412080CHI
Matas Buzelis,Reserves,CHI,202412080CHI
Lonzo Ball,Reserves,CHI,202412080CHI
Jalen Smith,Reserves,CHI,202412080CHI
Talen Horton-Tucker,Reserves,CHI,202412080CHI
Dalen Terry,Reserves,CHI,202412080CHI
Julian Phillips,Reserves,CHI,202412080CHI
Jevon Carter,Reserves: Did Not Play,CHI,202412080CHI
Torrey Craig,Reserves: Did Not Play,CHI,202412080CHI
Chris Duarte,Reserves: Did Not Play,CHI,202412080CHI
Kyrie Irving,Starter,DAL,202501200CHO
Daniel Gafford,Starter,DAL,202501200CHO
Spencer Dinwiddie,Starter,DAL,202501200CHO
P.J. Washington,Starter,DAL,202501200CHO
Klay Thompson,Starter,DAL,202501200CHO
Naji Marshall,Reserves,DAL,202501200CHO
Olivier-Maxence Prosper,Reserves,DAL,202501200CHO
Maxi Kleber,Reserves,DAL,202501200CHO
Kessler Edwards,Reserves,DAL,202501200CHO
Jazian Gortman,Reserves: Did Not Play,DAL,202501200CHO
Markieff Morris,Reserves: Did Not Play,DAL,202501200CHO
Brandon Williams,Reserves: Did Not Play,DAL,202501200CHO
LaMelo Ball,Starter,CHO,202501200CHO
Miles Bridges,Starter,CHO,202501200CHO
Nick Smith Jr.,Starter,CHO,202501200CHO
Mark Williams,Starter,CHO,202501200CHO
Josh Green,Starter,CHO,202501200CHO
Cody Martin,Reserves,CHO,202501200CHO
Josh Okogie,Reserves,CHO,202501200CHO
Moussa Diabaté,Reserves,CHO,202501200CHO
Seth Curry,Reserves,CHO,202501200CHO
Vasilije Micić,Reserves,CHO,202501200CHO
Taj Gibson,Reserves: Did Not Play,CHO,202501200CHO
DaQuan Jeffries,Reserves: Did Not Play,CHO,202501200CHO
Isaiah Wong,Reserves: Did Not Play,CHO,202501200CHO
Luka Dončić,Starter,DAL,202412050WAS
Kyrie Irving,Starter,DAL,202412050WAS
P.J. Washington,Starter,DAL,202412050WAS
Klay Thompson,Starter,DAL,202412050WAS
Dereck Lively II,Starter,DAL,202412050WAS
Quentin Grimes,Reserves,DAL,202412050WAS
Spencer Dinwiddie,Reserves,DAL,202412050WAS
Daniel Gafford,Reserves,DAL,202412050WAS
Maxi Kleber,Reserves,DAL,202412050WAS
Dwight Powell,Reserves,DAL,202412050WAS
Olivier-Maxence Prosper,Reserves,DAL,202412050WAS
Markieff Morris,Reserves,DAL,202412050WAS
Jaden Hardy,Reserves,DAL,202412050WAS
Jordan Poole,Starter,WAS,202412050WAS
Bilal Coulibaly,Starter,WAS,202412050WAS
Alex Sarr,Starter,WAS,202412050WAS
Malcolm Brogdon,Starter,WAS,202412050WAS
Marvin Bagley III,Starter,WAS,202412050WAS
Justin Champagnie,Reserves,WAS,202412050WAS
Carlton Carrington,Reserves,WAS,202412050WAS
Jared Butler,Reserves,WAS,202412050WAS
Jonas Valančiūnas,Reserves,WAS,202412050WAS
Anthony Gill,Reserves,WAS,202412050WAS
Johnny Davis,Reserves,WAS,202412050WAS
Richaun Holmes,Reserves: Did Not Play,WAS,202412050WAS
Austin Reaves,Starter,LAL,202501050HOU
Max Christie,Starter,LAL,202501050HOU
Anthony Davis,Starter,LAL,202501050HOU
LeBron James,Starter,LAL,202501050HOU
Rui Hachimura,Starter,LAL,202501050HOU
Dorian Finney-Smith,Reserves,LAL,202501050HOU
Dalton Knecht,Reserves,LAL,202501050HOU
Jaxson Hayes,Reserves,LAL,202501050HOU
Shake Milton,Reserves,LAL,202501050HOU
Cam Reddish,Reserves,LAL,202501050HOU
Bronny James,Reserves: Did Not Play,LAL,202501050HOU
Gabe Vincent,Reserves: Did Not Dress,LAL,202501050HOU
Fred VanVleet,Starter,HOU,202501050HOU
Amen Thompson,Starter,HOU,202501050HOU
Jalen Green,Starter,HOU,202501050HOU
Dillon Brooks,Starter,HOU,202501050HOU
Alperen Şengün,Starter,HOU,202501050HOU
Steven Adams,Reserves,HOU,202501050HOU
Cam Whitmore,Reserves,HOU,202501050HOU
Jae'Sean Tate,Reserves,HOU,202501050HOU
Aaron Holiday,Reserves,HOU,202501050HOU
Tari Eason,Reserves: Did Not Dress,HOU,202501050HOU
Jeff Green,Reserves: Did Not Play,HOU,202501050HOU
Jock Landale,Reserves: Did Not Play,HOU,202501050HOU
Reed Sheppard,Reserves: Did Not Play,HOU,202501050HOU
Jabari Smith Jr.,Reserves: Did Not Dress,HOU,202501050HOU
Caleb Martin,Starter,PHI,202412300POR
Kelly Oubre Jr.,Starter,PHI,202412300POR
Tyrese Maxey,Starter,PHI,202412300POR
Joel Embiid,Starter,PHI,202412300POR
Paul George,Starter,PHI,202412300POR
Guerschon Yabusele,Reserves,PHI,202412300POR
Reggie Jackson,Reserves,PHI,202412300POR
Ricky Council IV,Reserves,PHI,202412300POR
Jeff Dowtin,Reserves,PHI,202412300POR
Adem Bona,Reserves,PHI,202412300POR
Pete Nance,Reserves,PHI,202412300POR
Kyle Lowry,Reserves: Did Not Dress,PHI,202412300POR
Shaedon Sharpe,Starter,POR,202412300POR
Toumani Camara,Starter,POR,202412300POR
Deni Avdija,Starter,POR,202412300POR
Anfernee Simons,Starter,POR,202412300POR
Deandre Ayton,Starter,POR,202412300POR
Scoot Henderson,Reserves,POR,202412300POR
Kris Murray,Reserves,POR,202412300POR
Robert Williams,Reserves,POR,202412300POR
Donovan Clingan,Reserves,POR,202412300POR
Rayan Rupert,Reserves,POR,202412300POR
Duop Reath,Reserves,POR,202412300POR
Jabari Walker,Reserves,POR,202412300POR
Bryce McGowens,Reserves,POR,202412300POR
Dalano Banton,Reserves: Did Not Dress,POR,202412300POR
Matisse Thybulle,Reserves: Did Not Dress,POR,202412300POR
Giannis Antetokounmpo,Starter,MIL,202412200CLE
Taurean Prince,Starter,MIL,202412200CLE
Brook Lopez,Starter,MIL,202412200CLE
A.J. Green,Starter,MIL,202412200CLE
Andre Jackson Jr.,Starter,MIL,202412200CLE
Bobby Portis,Reserves,MIL,202412200CLE
Khris Middleton,Reserves,MIL,202412200CLE
Gary Trent Jr.,Reserves,MIL,202412200CLE
Delon Wright,Reserves,MIL,202412200CLE
Pat Connaughton,Reserves,MIL,202412200CLE
Ryan Rollins,Reserves,MIL,202412200CLE
MarJon Beauchamp,Reserves,MIL,202412200CLE
Liam Robbins,Reserves,MIL,202412200CLE
Stanley Umude,Reserves,MIL,202412200CLE
Donovan Mitchell,Starter,CLE,202412200CLE
Evan Mobley,Starter,CLE,202412200CLE
Darius Garland,Starter,CLE,202412200CLE
Jarrett Allen,Starter,CLE,202412200CLE
Dean Wade,Starter,CLE,202412200CLE
Sam Merrill,Reserves,CLE,202412200CLE
Max Strus,Reserves,CLE,202412200CLE
Caris LeVert,Reserves,CLE,202412200CLE
Georges Niang,Reserves,CLE,202412200CLE
Ty Jerome,Reserves,CLE,202412200CLE
Tristan Thompson,Reserves,CLE,202412200CLE
Jaylon Tyson,Reserves,CLE,202412200CLE
Craig Porter Jr.,Reserves,CLE,202412200CLE
Jaylen Brown,Starter,BOS,202501050OKC
Jayson Tatum,Starter,BOS,202501050OKC
Derrick White,Starter,BOS,202501050OKC
Jrue Holiday,Starter,BOS,202501050OKC
Kristaps Porziņģis,Starter,BOS,202501050OKC
Al Horford,Reserves,BOS,202501050OKC
Luke Kornet,Reserves,BOS,202501050OKC
Sam Hauser,Reserves,BOS,202501050OKC
Payton Pritchard,Reserves,BOS,202501050OKC
Neemias Queta,Reserves: Did Not Play,BOS,202501050OKC
Jaden Springer,Reserves: Did Not Play,BOS,202501050OKC
Xavier Tillman Sr.,Reserves: Did Not Play,BOS,202501050OKC
Jordan Walsh,Reserves: Did Not Play,BOS,202501050OKC
Shai Gilgeous-Alexander,Starter,OKC,202501050OKC
Luguentz Dort,Starter,OKC,202501050OKC
Isaiah Hartenstein,Starter,OKC,202501050OKC
Cason Wallace,Starter,OKC,202501050OKC
Jalen Williams,Starter,OKC,202501050OKC
Aaron Wiggins,Reserves,OKC,202501050OKC
Isaiah Joe,Reserves,OKC,202501050OKC
Kenrich Williams,Reserves,OKC,202501050OKC
Jaylin Williams,Reserves,OKC,202501050OKC
Branden Carlson,Reserves: Did Not Play,OKC,202501050OKC
Ousmane Dieng,Reserves: Did Not Play,OKC,202501050OKC
Dillon Jones,Reserves: Did Not Play,OKC,202501050OKC
Tyrese Maxey,Starter,PHI,202412210CLE
Kelly Oubre Jr.,Starter,PHI,202412210CLE
Paul George,Starter,PHI,202412210CLE
KJ Martin,Starter,PHI,202412210CLE
Andre Drummond,Starter,PHI,202412210CLE
Caleb Martin,Reserves,PHI,202412210CLE
Guerschon Yabusele,Reserves,PHI,202412210CLE
Ricky Council IV,Reserves,PHI,202412210CLE
Jeff Dowtin,Reserves,PHI,202412210CLE
Adem Bona,Reserves,PHI,202412210CLE
Eric Gordon,Reserves,PHI,202412210CLE
Kyle Lowry,Reserves,PHI,202412210CLE
Reggie Jackson,Reserves: Did Not Play,PHI,202412210CLE
Evan Mobley,Starter,CLE,202412210CLE
Donovan Mitchell,Starter,CLE,202412210CLE
Darius Garland,Starter,CLE,202412210CLE
Dean Wade,Starter,CLE,202412210CLE
Jarrett Allen,Starter,CLE,202412210CLE
Georges Niang,Reserves,CLE,202412210CLE
Ty Jerome,Reserves,CLE,202412210CLE
Caris LeVert,Reserves,CLE,202412210CLE
Jaylon Tyson,Reserves,CLE,202412210CLE
Sam Merrill,Reserves,CLE,202412210CLE
Craig Porter Jr.,Reserves,CLE,202412210CLE
Tristan Thompson,Reserves,CLE,202412210CLE
Lauri Markkanen,Starter,UTA,202501110PHO
Walker Kessler,Starter,UTA,202501110PHO
Collin Sexton,Starter,UTA,202501110PHO
Isaiah Collier,Starter,UTA,202501110PHO
Micah Potter,Starter,UTA,202501110PHO
Kyle Filipowski,Reserves,UTA,202501110PHO
Cody Williams,Reserves,UTA,202501110PHO
Svi Mykhailiuk,Reserves,UTA,202501110PHO
Drew Eubanks,Reserves,UTA,202501110PHO
Patty Mills,Reserves,UTA,202501110PHO
Elijah Harkless,Reserves,UTA,202501110PHO
Oscar Tshiebwe,Reserves: Did Not Play,UTA,202501110PHO
Devin Booker,Starter,PHO,202501110PHO
Kevin Durant,Starter,PHO,202501110PHO
Tyus Jones,Starter,PHO,202501110PHO
Ryan Dunn,Starter,PHO,202501110PHO
Mason Plumlee,Starter,PHO,202501110PHO
Bradley Beal,Reserves,PHO,202501110PHO
Grayson Allen,Reserves,PHO,202501110PHO
Oso Ighodaro,Reserves,PHO,202501110PHO
Josh Okogie,Reserves,PHO,202501110PHO
Monte Morris,Reserves,PHO,202501110PHO
Bol Bol,Reserves: Did Not Play,PHO,202501110PHO
Damion Lee,Reserves: Did Not Play,PHO,202501110PHO
Jusuf Nurkić,Reserves: Did Not Play,PHO,202501110PHO
Kyrie Irving,Starter,DAL,202501290NOP
P.J. Washington,Starter,DAL,202501290NOP
Daniel Gafford,Starter,DAL,202501290NOP
Klay Thompson,Starter,DAL,202501290NOP
Spencer Dinwiddie,Starter,DAL,202501290NOP
Quentin Grimes,Reserves,DAL,202501290NOP
Kessler Edwards,Reserves,DAL,202501290NOP
Naji Marshall,Reserves,DAL,202501290NOP
Olivier-Maxence Prosper,Reserves,DAL,202501290NOP
Jaden Hardy,Reserves,DAL,202501290NOP
Kylor Kelley,Reserves: Did Not Play,DAL,202501290NOP
Markieff Morris,Reserves: Did Not Play,DAL,202501290NOP
Brandon Williams,Reserves: Did Not Play,DAL,202501290NOP
Trey Murphy III,Starter,NOP,202501290NOP
CJ McCollum,Starter,NOP,202501290NOP
Dejounte Murray,Starter,NOP,202501290NOP
Yves Missi,Starter,NOP,202501290NOP
Zion Williamson,Starter,NOP,202501290NOP
Brandon Boston Jr.,Reserves,NOP,202501290NOP
Javonte Green,Reserves,NOP,202501290NOP
Daniel Theis,Reserves,NOP,202501290NOP
Jose Alvarado,Reserves,NOP,202501290NOP
Jamal Cain,Reserves: Did Not Play,NOP,202501290NOP
Jordan Hawkins,Reserves,NOP,202501290NOP
Jeremiah Robinson-Earl,Reserves: Did Not Play,NOP,202501290NOP
Bennedict Mathurin,Starter,IND,202501120CLE
Pascal Siakam,Starter,IND,202501120CLE
Myles Turner,Starter,IND,202501120CLE
Andrew Nembhard,Starter,IND,202501120CLE
Tyrese Haliburton,Starter,IND,202501120CLE
Ben Sheppard,Reserves,IND,202501120CLE
Jarace Walker,Reserves,IND,202501120CLE
Thomas Bryant,Reserves,IND,202501120CLE
Obi Toppin,Reserves,IND,202501120CLE
T.J. McConnell,Reserves,IND,202501120CLE
Johnny Furphy,Reserves,IND,202501120CLE
James Johnson,Reserves: Did Not Play,IND,202501120CLE
Aaron Nesmith,Reserves: Did Not Dress,IND,202501120CLE
Donovan Mitchell,Starter,CLE,202501120CLE
Evan Mobley,Starter,CLE,202501120CLE
Darius Garland,Starter,CLE,202501120CLE
Jarrett Allen,Starter,CLE,202501120CLE
Dean Wade,Starter,CLE,202501120CLE
Max Strus,Reserves,CLE,202501120CLE
Caris LeVert,Reserves,CLE,202501120CLE
Georges Niang,Reserves,CLE,202501120CLE
Isaac Okoro,Reserves,CLE,202501120CLE
Sam Merrill,Reserves,CLE,202501120CLE
Tristan Thompson,Reserves,CLE,202501120CLE
Craig Porter Jr.,Reserves,CLE,202501120CLE
Jaylon Tyson,Reserves,CLE,202501120CLE
Cade Cunningham,Starter,DET,202412230LAL
Tobias Harris,Starter,DET,202412230LAL
Jaden Ivey,Starter,DET,202412230LAL
Jalen Duren,Starter,DET,202412230LAL
Tim Hardaway Jr.,Starter,DET,202412230LAL
Malik Beasley,Reserves,DET,202412230LAL
Paul Reed,Reserves,DET,202412230LAL
Simone Fontecchio,Reserves,DET,202412230LAL
Ausar Thompson,Reserves,DET,202412230LAL
Ron Holland,Reserves,DET,202412230LAL
Bobi Klintman,Reserves: Did Not Play,DET,202412230LAL
Wendell Moore Jr.,Reserves: Did Not Play,DET,202412230LAL
Marcus Sasser,Reserves: Did Not Play,DET,202412230LAL
Anthony Davis,Starter,LAL,202412230LAL
Austin Reaves,Starter,LAL,202412230LAL
LeBron James,Starter,LAL,202412230LAL
Max Christie,Starter,LAL,202412230LAL
Rui Hachimura,Starter,LAL,202412230LAL
Gabe Vincent,Reserves,LAL,202412230LAL
Cam Reddish,Reserves,LAL,202412230LAL
Dalton Knecht,Reserves,LAL,202412230LAL
D'Angelo Russell,Reserves,LAL,202412230LAL
Armel Traoré,Reserves: Did Not Play,LAL,202412230LAL
Bronny James,Reserves: Did Not Play,LAL,202412230LAL
Christian Koloko,Reserves: Did Not Play,LAL,202412230LAL
Maxwell Lewis,Reserves: Did Not Play,LAL,202412230LAL
Quincy Olivari,Reserves: Did Not Play,LAL,202412230LAL
Mikal Bridges,Starter,NYK,202412090TOR
OG Anunoby,Starter,NYK,202412090TOR
Karl-Anthony Towns,Starter,NYK,202412090TOR
Jalen Brunson,Starter,NYK,202412090TOR
Josh Hart,Starter,NYK,202412090TOR
Miles McBride,Reserves,NYK,202412090TOR
Precious Achiuwa,Reserves,NYK,202412090TOR
Cameron Payne,Reserves,NYK,202412090TOR
Pacome Dadiet,Reserves: Did Not Play,NYK,202412090TOR
Ariel Hukporti,Reserves: Did Not Play,NYK,202412090TOR
Tyler Kolek,Reserves: Did Not Play,NYK,202412090TOR
Matt Ryan,Reserves: Did Not Play,NYK,202412090TOR
Jericho Sims,Reserves: Did Not Play,NYK,202412090TOR
Jacob Toppin,Reserves: Did Not Play,NYK,202412090TOR
RJ Barrett,Starter,TOR,202412090TOR
Jakob Poeltl,Starter,TOR,202412090TOR
Ochai Agbaji,Starter,TOR,202412090TOR
Gradey Dick,Starter,TOR,202412090TOR
Scottie Barnes,Starter,TOR,202412090TOR
Davion Mitchell,Reserves,TOR,202412090TOR
Jonathan Mogbo,Reserves,TOR,202412090TOR
Ja'Kobe Walter,Reserves,TOR,202412090TOR
Kelly Olynyk,Reserves,TOR,202412090TOR
Chris Boucher,Reserves: Did Not Play,TOR,202412090TOR
Bruno Fernando,Reserves: Did Not Play,TOR,202412090TOR
Jamal Shead,Reserves: Did Not Play,TOR,202412090TOR
Garrett Temple,Reserves: Did Not Play,TOR,202412090TOR
Scottie Barnes,Starter,TOR,202501230ATL
RJ Barrett,Starter,TOR,202501230ATL
Gradey Dick,Starter,TOR,202501230ATL
Davion Mitchell,Starter,TOR,202501230ATL
Jakob Poeltl,Starter,TOR,202501230ATL
Bruce Brown,Reserves,TOR,202501230ATL
Chris Boucher,Reserves,TOR,202501230ATL
Jamal Shead,Reserves,TOR,202501230ATL
Kelly Olynyk,Reserves,TOR,202501230ATL
Ja'Kobe Walter,Reserves,TOR,202501230ATL
Orlando Robinson,Reserves: Did Not Play,TOR,202501230ATL
Garrett Temple,Reserves: Did Not Play,TOR,202501230ATL
Trae Young,Starter,ATL,202501230ATL
Dyson Daniels,Starter,ATL,202501230ATL
Onyeka Okongwu,Starter,ATL,202501230ATL
Vit Krejci,Starter,ATL,202501230ATL
Jalen Johnson,Starter,ATL,202501230ATL
Bogdan Bogdanović,Reserves,ATL,202501230ATL
De'Andre Hunter,Reserves,ATL,202501230ATL
Dominick Barlow,Reserves,ATL,202501230ATL
Garrison Mathews,Reserves,ATL,202501230ATL
David Roddy,Reserves,ATL,202501230ATL
Larry Nance Jr.,Reserves: Did Not Dress,ATL,202501230ATL
